num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,dlp2,algav2,,lrc3,mlbda2,mogpl4,,
2,dlp3,algav3,,il4,mlbda1,noyau4,,
3,dlp1,algav2,,il4,mlbda4,mogpl1,,
4,dlp1,algav1,,il1,lrc2,mlbda3,,
5,dlp2,,,,,,,
6,dlp3,algav3,,lrc3,mlbda2,noyau4,,
7,dlp2,algav1,,il4,mlbda3,pr3,,
8,dlp1,algav1,,il2,mlbda3,pr4,,
9,dlp1,algav2,,il1,lrc2,mlbda4,,
10,dlp2,algav1,,il2,lrc2,mlbda4,,
11,dlp2,algav3,,lrc3,mlbda2,pr4,,
12,dlp2,algav3,,il1,mogpl4,pr2,,
13,dlp2,algav3,,il2,noyau2,pr4,,
14,,,,mlbda2,pr4,,,
15,dlp2,algav3,,lrc3,mlbda2,pr4,,
16,dlp3,algav1,,il2,mlbda3,noyau4,,
17,dlp3,algav3,,archi12,il2,lrc2,,
18,dlp2,algav2,,il1,lrc3,mlbda4,,
19,dlp3,algav3,,il5,lrc3,mlbda1,,
20,dlp2,algav1,,il4,mlbda3,pr4,,
21,dlp2,algav3,,il4,mlbda4,mogpl1,,
22,dlp2,algav2,,il1,lrc3,mogpl1,,
23,dlp2,algav1,,il1,lrc2,mlbda4,,
24,dlp3,algav2,,il4,mlbda1,noyau2,,
25,algav1,,,il5,lrc4,pr3,,
26,dlp1,algav1,,il1,lrc2,mlbda4,,
27,dlp1,algav3,,lrc2,mogpl4,noyauX,,
28,dlp2,algav3,,il1,lrc3,pr3,,
29,dlp1,algav2,,il2,mogpl4,pr2,,
30,dlp3,algav2,,lrc3,noyau4,pr1,,
31,dlp1,algav3,,il4,mlbda1,noyau2,,
32,dlp2,algav1,,complex2,ilX,mlbda2,,
33,dlp2,algav1,,il2,lrc4,pr3,,
34,dlp1,algav1,,il2,mlbda3,pr4,,
35,dlp2,algav1,,complex1,lrc2,mlbda1,,
36,dlp3,algav3,,il4,mlbda1,noyau4,,
37,dlp1,algav2,,mogpl1,,,,
38,dlp2,algav1,,il1,mlbda3,pr4,,
39,dlp1,algav3,,lrc3,mlbda2,pr4,,
40,dlp3,algav2,,il5,pr2,,,
41,dlp2,algav2,,il4,noyau1,pr3,,
42,dlp2,algav1,,il1,lrc4,pr4,,
43,algav3,,,,,,,
44,dlp3,algav2,,il2,lrc3,noyau4,,
45,dlp1,algav1,,lrc4,mogpl4,pr1,,
46,dlp3,algav2,,il1,lrc3,noyau4,,
47,dlp1,algav3,,lrc3,mlbda2,pr4,,
48,algav3,,,,,,,
49,dlp3,algav1,,complexX,il5,pr2,,
50,algav1,,,complex1,,,,
51,dlp2,algav2,,archi1X,il4,mogpl1,,
52,dlp3,algav2,,il1,lrc3,noyau4,,
53,dlp1,algav3,,lrc3,mogpl4,pr1,,
54,dlp1,,,,,,,
55,dlp3,algav2,,il1,lrc3,noyau4,,
