num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda4,lrc4,,il5,mapsi1,mogpl1,,
2,,,,il2,mogpl3,,,
3,mlbda4,lrc4,,il5,mapsi3,mogpl1,,
4,mlbda1,lrc4,,il5,mapsi4,mogpl1,,
5,mlbda4,lrc3,,complexX,il2,mogpl3,,
6,mlbda4,lrc1,,il2,mapsi4,mogpl3,,
7,mlbda3,lrc1,,il2,mapsi2,mogpl3,,
8,mlbda4,lrc1,,il1,mapsi3,mogpl3,,
9,mlbda3,lrc2,,il3,mapsi1,mogpl3,,
10,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
11,lrc4,,,il3,mapsi5,mogpl1,,
12,mlbda1,lrc2,,il3,mapsi5,model1,,
13,mlbda2,lrc4,,,,,,
14,mlbda4,lrc4,,il1,mapsi5,mogpl1,,
15,mlbda2,lrc1,,complex2,ilX,mapsi5,,
16,mlbda1,lrc1,,il5,mapsi2,model1,,
17,mlbda3,lrc1,,il5,mapsi1,mogpl4,,
18,,,,bima1,mapsi1,,,
19,mlbda3,lrc1,,il2,mapsi3,mogpl2,,
20,mlbda2,lrc1,,complex2,ilX,mapsi2,,
21,mlbda2,lrc1,,bima1,mapsi4,model1,,
22,mlbda3,lrc3,,complexX,il3,mogpl1,,
23,mlbda3,lrc2,,il2,mapsi2,mogpl2,,
24,mlbda4,lrc2,,bima1,il3,mapsi1,,
25,mlbda4,lrc4,,il2,mapsi4,mogpl1,,
26,mlbda1,lrc3,,complexX,il5,mogpl1,,
27,mlbda1,lrc1,,il5,mapsi4,model1,,
28,mlbda1,lrc3,,complexX,il5,mogpl1,,
29,,,,il4,mapsi1,,,
30,mlbda4,lrc4,,il5,mapsi2,mogpl1,,
31,mlbda4,lrc4,,il5,mapsi4,mogpl1,,
32,mlbda3,lrc2,,il2,mapsi2,mogpl3,,
33,mlbda4,lrc4,,il1,mapsi2,mogpl2,,
34,mlbda1,lrc4,,il5,mapsi3,mogpl4,,
35,mlbda4,lrc1,,complex1,mapsi4,mogpl3,,
36,mlbda3,lrc2,,il2,mapsi2,mogpl3,,
37,mlbda4,lrc1,,il2,mapsi4,mogpl2,,
38,mlbda2,lrc2,,complex2,ilX,mapsi4,,
39,mlbda4,lrc4,,il3,mapsi1,mogpl2,,
40,mlbda1,lrc4,,bima1,il3,mogpl1,,
