num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl4,lrc2,,complex1,mapsi5,mlbda1,,
2,mogpl1,lrc4,,il3,mapsi5,mlbda1,,
3,,,,complex2,ilX,mlbda2,,
4,mogpl3,lrc4,,aagb1,mapsi3,mlbdaX,,
5,lrc1,,,mapsi5,mlbda4,,,
6,mogpl4,lrc1,,bima1,complex1,mlbda1,,
7,mogpl3,lrc2,,complex1,mapsi4,mlbda1,,
8,mogpl2,lrc2,,complexX,il3,mlbda4,,
9,mogpl1,,,bima1,mapsi2,,,
10,mogpl2,lrc2,,complex1,mapsi2,mlbda4,,
11,mogpl3,lrc3,,aagb1,complex1,,,
12,mogpl4,lrc2,,complex1,mapsi5,mlbda1,,
13,mogpl4,lrc1,,aagb1,bima1,complex1,,
14,mogpl4,lrc2,,bima1,complex1,mlbda1,,
15,mogpl4,lrc2,,bima1,complex1,mlbda1,,
16,mogpl3,lrc1,,complex1,mapsi1,mlbda4,,
17,mogpl2,lrc2,,complex1,mapsi3,mlbda4,,
18,mogpl3,lrc4,,complexX,il1,mapsi3,,
19,mogpl1,lrc3,,bimaX,complex2,il5,,
20,mogpl2,lrc1,,mapsi1,mlbda2,,,
21,mogpl2,lrc3,,,,,,
22,lrc4,,,mlbda2,,,,
23,mogpl2,lrc4,,il1,mapsi2,mlbda4,,
24,mogpl1,lrc4,,aagb1,bima1,il3,,
25,mogpl2,lrc2,,complex1,mapsi2,mlbda1,,
26,mogpl1,lrc3,,complex2,il5,mapsiX,,
27,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
28,mogpl2,lrc3,,mlbda4,,,,
29,mogpl3,lrc2,,bimaX,complex2,il3,,
30,mogpl3,lrc2,,complex1,mapsi3,mlbda1,,
31,mogpl2,lrc2,,mapsi4,,,,
32,mogpl1,lrc4,,mapsi5,mlbda2,,,
33,mogpl3,lrc2,,complex2,il3,mapsiX,,
34,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
35,mogpl1,lrc4,,bima1,mapsi1,mlbda4,,
36,mogpl3,lrc2,,bimaX,complex2,mlbda2,,
37,mogpl3,lrc1,,complex2,mapsi2,mlbda2,,
38,mogpl3,lrc2,,complex1,mapsi2,mlbda4,,
39,mogpl3,lrc3,,complexX,il2,mlbda3,,
40,mogpl1,lrc4,,bima1,il3,mlbda1,,
41,mogpl4,lrc4,,bima1,il2,mapsi2,,
42,mogpl2,lrc2,,complex2,mapsi3,mlbda2,,
43,mogpl1,lrc3,,complex2,il5,mapsiX,,
44,mogpl3,lrc2,,bimaX,complex2,il3,,
45,,,,aagbX,mapsi1,mlbda4,,
