num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi11,archi12,,,,,,
2,vlsi12,archi13,,esa1,mobj1,signal1,,
3,vlsi11,archi13,,ares1,esa2,mobj2,,
4,vlsi12,archi13,,esa2,mobj2,signal1,,
5,vlsi11,archi13,,mobj1,pr1,signal2,,
6,archi12,,,pr1,signal2,,,
7,vlsi12,archi12,,esa1,pr2,signal1,,
8,vlsi12,archi13,,esa2,mobj2,signal1,,
9,vlsi11,,,esaX,mobjX,noyau3,,
10,vlsi12,archi14,,mobj2,pr2,signal1,,
11,,,,esa1,noyau3,signal1,,
12,vlsi12,archi11,,esa1,mobj1,pr4,,
13,vlsi11,archi13,,,,,,
14,vlsi11,archi13,,ares1,esa2,signal2,,
15,vlsi12,archi13,,esa1,mobj1,signal1,,
16,vlsi12,archi13,,mobj2,signal1,,,
17,vlsi11,,,esa1,,,,
18,vlsi11,archi12,,ares2,mobj2,pr1,,
19,vlsi11,archi14,,ares1,mobj1,signal2,,
20,vlsi11,archi13,,ares1,mobj2,noyau1,,
21,vlsi12,archi11,,ares3,esa2,noyau3,,
22,vlsi11,archi14,,noyau2,pr1,signal2,,
23,vlsi12,archi14,,mobj1,pr2,signal1,,
24,vlsi12,archi12,,ares3,pr2,signal1,,
25,vlsi11,,,mobj2,noyau1,,,
26,vlsi11,archi14,,ares2,mobj1,signal2,,
27,vlsi11,archi14,,mobj1,noyau3,signal2,,
28,vlsi12,archi13,,esa1,mobj1,signal1,,
29,,,,mobj1,signal2,,,
30,vlsi12,archi11,,esa1,mobj1,noyau3,,
31,vlsi11,archi12,,mobj2,,,,
32,vlsi11,archi12,,pr4,,,,
33,vlsi12,archi11,,esa1,mobj1,pr4,,
34,,,,esa2,mobj2,signal1,,
35,vlsi12,archi11,,ares3,esa2,noyau3,,
36,archi13,,,mobj1,,,,
37,archi11,,,esa1,,,,
38,vlsi12,archi12,,esa1,pr2,signal1,,
39,archi11,,,mobj2,noyau3,,,
40,vlsi12,archi14,,mobj1,noyau3,signal1,,
41,vlsi11,archi14,,ares2,mobj2,noyau2,,
42,vlsi11,,,ares2,,,,
43,vlsi12,archi11,,ares3,esa2,noyau3,,
44,vlsi11,,,esa2,mobj2,pr4,,
45,archi12,,,noyau3,signal2,,,
46,vlsi12,archi11,,esa2,pr2,signal2,,
47,vlsi11,archi13,,mobj1,pr1,signal2,,
48,vlsi12,archi11,,ares2,esa2,signal2,,
49,,,,mobj2,pr1,signal1,,
50,vlsi12,archi14,,mobj2,pr2,signal1,,
