num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda1,lrc2,,il3,mapsi5,model1,,
2,mlbda2,lrc1,,mapsi1,mogpl3,,,
3,mlbda4,lrc2,,bima1,il3,mapsi1,,
4,mlbda3,lrc1,,il1,mapsi5,mogpl4,,
5,mlbda2,lrc1,,bima1,mapsi1,model1,,
6,mlbda4,lrc4,,il1,mapsi5,mogpl1,,
7,mlbda2,lrc1,,mapsi1,,,,
8,mlbda4,lrc4,,il5,mapsi1,mogpl1,,
9,mlbda2,lrc4,,bima1,mapsi4,mogpl1,,
10,mlbda3,lrc1,,il2,mapsi3,mogpl2,,
11,mlbda1,lrc1,,il3,mapsi5,mogpl4,,
12,mlbda2,lrc2,,bima1,mapsi2,mogpl4,,
13,mlbda3,,,il1,mapsi5,mogpl1,,
14,,,,il4,mapsi1,,,
15,mlbda3,lrc2,,il3,mapsi1,mogpl2,,
16,mlbda4,lrc4,,il1,mapsi4,mogpl1,,
17,mlbda4,lrc4,,bima1,il3,mapsi1,,
18,mlbda1,lrc2,,il5,mapsi3,model1,,
19,mlbda3,,,il5,mogpl1,,,
20,mlbda1,lrc1,,il5,mapsi3,model1,,
21,mlbda1,lrc2,,il3,mapsi5,model1,,
22,mlbda3,lrc2,,il3,mapsi1,mogpl3,,
23,mlbda4,lrc4,,il3,mapsi1,mogpl1,,
24,mlbda1,lrc2,,il5,mapsi4,model1,,
25,mlbda4,lrc4,,il3,mapsi1,mogpl3,,
26,lrc1,,,complex2,il3,mapsi5,,
27,lrc4,,,il1,mapsi2,mogpl2,,
28,mlbda4,lrc2,,bima1,il1,mapsi4,,
29,mlbda4,lrc1,,il1,mapsi4,mogpl2,,
30,mlbda1,lrc3,,il3,model1,mogpl1,,
31,mlbda2,lrc1,,bimaX,complex2,mapsi5,,
32,mlbda4,lrc4,,il1,mapsi2,mogpl1,,
33,mlbda1,lrc4,,il5,mapsi2,mogpl1,,
34,mlbda3,lrc1,,il2,mapsi4,mogpl2,,
35,mlbda4,lrc3,,bimaX,il1,mogpl1,,
36,mlbda2,lrc1,,mapsi2,model1,mogpl3,,
37,mlbda3,lrc1,,il1,mapsi2,mogpl3,,
38,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
39,mlbda3,,,bima1,il4,mapsi1,,
40,mlbda1,lrc3,,il3,model1,mogpl2,,
