num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,dlp2,algav2,,lrc3,mlbda4,pr1,,
2,,,,il5,lrc3,mlbda4,,
3,algav2,,,lrc3,mlbda2,pr4,,
4,dlp3,algav1,,lrc4,mlbda2,noyau4,,
5,dlp1,algav1,,il4,mlbda3,mogpl1,,
6,dlp3,algav2,,lrc3,mlbda2,noyau4,,
7,dlp1,,,complex2,il4,noyau1,,
8,dlp1,algav1,,mlbda3,mogpl4,pr1,,
9,dlp1,algav3,,lrc3,mlbda4,pr1,,
10,dlp1,algav1,,lrc4,mlbda2,mogpl1,,
11,dlp2,algav2,,il2,lrc3,mlbda4,,
12,dlp1,algav3,,il4,pr4,,,
13,dlp2,algav2,,lrc3,mlbda2,pr4,,
14,dlp3,algav2,,il5,lrc3,mlbda1,,
15,dlp1,algav3,,il2,lrc3,mlbda4,,
16,dlp2,algav3,,lrc3,mlbda2,pr3,,
17,dlp2,algav3,,il2,lrc2,,,
18,dlp3,,,il1,lrc3,mlbda3,,
19,dlp2,algav2,,il4,noyau1,pr4,,
20,algav3,,,lrc2,,,,
21,dlp3,algav1,,,,,,
22,dlp2,algav1,,,,,,
23,dlp3,algav1,,lrc4,mlbda2,noyau4,,
24,dlp2,algav1,,il4,mlbda3,pr3,,
25,dlp1,algav2,,mogpl4,noyau1,pr2,,
26,dlp1,algav1,,il2,lrc4,pr3,,
27,dlp1,algav3,,il4,mlbda1,pr3,,
28,,,,il4,mlbda3,pr3,,
29,dlp3,algav3,,il5,lrc2,mlbda1,,
30,dlp2,algav3,,il2,lrc3,pr3,,
31,dlp3,algav2,,il5,lrc2,mlbda1,,
32,dlp2,algav2,,il4,mlbda1,pr3,,
33,dlp1,algav1,,il2,mlbda3,pr3,,
34,dlp1,algav1,,il2,lrc1,mogpl4,,
35,dlp1,algav3,,il4,noyau1,pr4,,
36,,,,pr2,,,,
37,dlp3,,,lrc3,pr1,,,
38,dlp2,algav1,,,,,,
39,dlp1,algav3,,lrc3,mlbda4,pr1,,
40,dlp3,algav3,,il5,lrc3,mlbda1,,
41,dlp3,algav2,,il5,lrc3,mlbda1,,
42,dlp1,algav2,,il2,mogpl4,,,
43,dlp3,algav1,,il2,lrc2,mlbda3,,
44,algav1,,,mlbda3,pr1,,,
45,dlp1,algav3,,il2,mlbda4,mogpl1,,
46,dlp1,algav1,,il2,lrc4,mogpl1,,
47,dlp2,algav2,,il4,mlbda1,pr4,,
48,dlp3,algav1,,il1,lrc4,noyau4,,
49,dlp2,,,il4,pr4,,,
50,dlp2,algav3,,il2,lrc3,pr3,,
51,algav2,,,lrc3,pr4,,,
52,dlp1,algav1,,il4,mlbda3,pr4,,
53,dlp1,algav1,,il2,mlbda3,pr4,,
54,algav2,,,il2,mlbda4,,,
55,dlp1,,,,,,,
