num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
2,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
3,maths4m0621,mapsi2,aagb1,il5,lrc4,,,
4,maths4m0621,mapsi5,aagb1,bimaX,lrc4,,,
5,maths4m0621,mapsi5,aagb1,complex2,il3,,,
6,maths4m0621,mapsi2,aagb1,bima1,complex2,,,
7,maths4m0621,mapsi5,aagb1,,,,,
8,maths4m0621,mapsi2,aagb1,bimaX,mogpl2,,,
9,maths4m0621,mapsi3,,il1,mogpl2,,,
10,maths4m0621,aagb1,,complex2,,,,
11,maths4m0621,mapsi4,aagb1,mogpl2,,,,
12,maths4m0621,mapsi2,aagb1,bimaX,mogpl2,,,
13,maths4m0621,mapsi2,aagb1,il5,mogpl4,,,
14,maths4m0621,mapsi5,aagb1,complex2,il3,,,
15,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
16,maths4m0621,mapsi2,aagb1,,,,,
17,maths4m0621,mapsi2,aagb1,il5,mogpl4,,,
18,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
19,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
20,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
21,mapsi1,,,il4,mogpl1,,,
22,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
23,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
24,maths4m0621,mapsi2,aagb1,il5,lrc4,,,
25,maths4m0621,mapsi5,aagb1,,,,,
