num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl2,lrc2,,complex1,mapsi1,mlbda4,,
2,mogpl3,lrc2,,il1,mapsi2,mlbda3,,
3,mogpl1,lrc4,,il2,mapsi5,mlbda4,,
4,mogpl4,lrc1,,bima1,complex1,mapsi1,,
5,mogpl3,lrc2,,complex2,mapsi2,mlbda2,,
6,mogpl3,lrc2,,il2,mapsi3,mlbda3,,
7,mogpl3,lrc4,,il1,mapsi3,mlbda4,,
8,mogpl4,lrc2,,bima1,il3,mapsi1,,
9,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
10,mogpl4,lrc1,,complex1,mapsi4,mlbda1,,
11,mogpl2,lrc2,,complex1,mapsi3,mlbda1,,
12,mogpl4,lrc2,,mapsi4,,,,
13,lrc1,,,complex2,il5,mapsi4,,
14,mogpl2,lrc1,,complex1,mapsi3,mlbda1,,
15,mogpl4,lrc4,,bima1,mapsi1,mlbda2,,
16,mogpl1,lrc4,,bima1,mapsi1,mlbda2,,
17,mogpl1,lrc4,,bima1,mapsi1,mlbda2,,
18,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
19,mogpl2,lrc2,,complex1,mapsi1,mlbda4,,
20,mogpl1,lrc4,,il5,mapsi3,mlbda1,,
21,mogpl4,lrc4,,aagb1,il3,mapsi5,,
22,mogpl3,lrc1,,complex2,mapsi3,mlbda2,,
23,mogpl3,lrc2,,complex1,mapsi3,mlbda1,,
24,mogpl4,lrc2,,bima1,complex1,mapsi4,,
25,mogpl2,lrc1,,bimaX,complex1,mapsi4,,
26,mogpl1,lrc3,,aagb1,complex2,il5,,
27,mogpl4,lrc4,,bima1,il1,mapsi4,,
28,mogpl2,lrc3,,,,,,
29,,,,mapsi5,mlbda2,,,
30,mogpl4,lrc1,,bima1,il1,mlbda3,,
31,mogpl3,lrc1,,il1,mapsi2,mlbda3,,
32,lrc3,,,complex2,il3,,,
33,lrc2,,,mapsi5,,,,
34,mogpl1,lrc3,,bimaX,complex2,mlbda2,,
35,mogpl4,lrc1,,bima1,complex1,mapsi4,,
36,mogpl4,lrc1,,complex1,mapsi5,mlbda1,,
37,mogpl1,lrc4,,bima1,mapsi4,mlbda2,,
38,,,,il4,mapsi5,mlbda4,,
39,mogpl4,lrc2,,aagb1,il3,mapsi5,,
40,mogpl2,lrc1,,aagb1,complex1,mapsi2,,
41,mogpl4,lrc2,,aagb1,il3,mapsi5,,
42,mogpl4,lrc2,,bima1,complex1,mlbda1,,
43,mogpl3,lrc1,,bimaX,complex1,mapsi4,,
44,mogpl3,lrc1,,mapsi3,mlbda2,,,
45,mogpl2,lrc2,,il3,mapsi1,mlbda3,,
