num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,noyau1,,,algav2,il1,mlbda4,,
2,pr3,noyau4,,il3,mlbda3,,,
3,pr3,noyau1,,dlp2,il2,mlbda3,,
4,noyau4,,,ares3,,,,
5,pr4,noyau4,,algav1,ares3,il4,,
6,pr2,noyau1,,archi14,ares1,dlp3,,
7,pr2,noyau1,,archi14,dlp3,il1,,
8,pr4,noyau2,,dlp2,il4,mlbda3,,
9,noyau2,,,ares3,dlp1,,,
10,pr3,noyau1,,algav3,dlp2,mlbda2,,
11,noyau4,,,algav1,dlp3,mlbda2,,
12,pr2,noyau4,,algav1,dlp3,il1,,
13,pr3,noyau1,,archi14,il3,mlbda3,,
14,pr1,noyau1,,archi14,ares3,dlp3,,
15,,,,ares3,il5,mlbda4,,
16,,,,dlp3,il2,,,
17,,,,algav1,ares2,dlp2,,
18,pr2,noyau2,,ares3,dlp3,il5,,
19,pr2,noyau2,,archi14,dlp3,il1,,
20,pr3,noyau4,,algav2,ares2,,,
21,pr4,noyau2,,algav2,ares2,il5,,
22,pr1,noyau1,,archi14,dlp3,mlbda3,,
23,pr3,noyau2,,ares1,dlp1,mlbda3,,
24,pr3,noyau4,,algav1,il1,mlbda3,,
25,pr3,noyau1,,algav3,archi14,il2,,
26,pr1,noyau3,,algav1,archi14,ares3,,
27,pr3,noyau4,,algav1,ares3,mlbda2,,
28,pr3,noyau2,,dlp1,il4,mlbda3,,
29,pr4,noyau1,,dlp1,il2,mlbda3,,
30,pr2,noyau1,,algav3,ares1,dlp1,,
31,pr3,noyau2,,ares1,dlp1,mlbda3,,
32,pr4,noyau3,,algav1,ares1,dlp2,,
33,pr4,noyau1,,archi11,ares3,il4,,
34,pr1,noyau3,,dlp1,,,,
35,pr4,noyau2,,algav2,il5,mlbda1,,
