num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl1,lrc4,,bima1,mapsi1,mlbda2,,
2,mogpl4,lrc1,,bima1,complex1,mapsi1,,
3,mogpl2,lrc1,,complex1,mapsi4,mlbda1,,
4,mogpl1,lrc4,,bima1,mapsi4,mlbda2,,
5,mogpl4,lrc1,,complex1,mapsi5,mlbda1,,
6,mogpl2,lrc3,,aagb1,complex2,,,
7,mogpl2,lrc1,,complex2,mapsi4,mlbda2,,
8,mogpl2,lrc1,,il3,mapsi1,mlbda3,,
9,mogpl3,lrc1,,complex1,mapsi2,mlbda1,,
10,mogpl3,lrc1,,il1,mapsi4,mlbda3,,
11,mogpl3,lrc4,,il3,mapsi1,mlbda4,,
12,mogpl2,lrc1,,il1,mapsi2,mlbda4,,
13,lrc3,,,complex2,,,,
14,mogpl2,lrc2,,complex2,mapsi4,mlbda2,,
15,mogpl4,lrc2,,bima1,complex1,mapsi4,,
16,mogpl4,lrc4,,bima1,il1,mapsi2,,
17,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
18,mogpl3,lrc3,,mlbda2,,,,
19,mogpl1,lrc4,,bima1,mapsi4,mlbda2,,
20,,,,complex1,mapsi1,mlbda4,,
21,mogpl4,lrc2,,bima1,complex1,mapsi1,,
22,mogpl3,lrc1,,bimaX,complex1,mlbda4,,
23,mogpl2,lrc1,,complex2,mapsi4,mlbda2,,
24,,,,bima1,mapsi1,mlbda2,,
25,lrc1,,,complex2,mapsi4,mlbda2,,
26,mogpl1,,,complex2,il4,mapsi3,,
27,mogpl3,lrc1,,complex1,mapsi3,mlbda1,,
28,mogpl2,lrc2,,il1,mapsi4,mlbda3,,
29,mogpl1,lrc3,,aagb1,complex2,il5,,
30,mogpl4,lrc2,,bima1,complex1,mapsi4,,
31,mogpl3,lrc1,,complex2,mapsi3,mlbda2,,
32,mogpl4,lrc1,,bima1,complex1,mapsi4,,
33,mogpl4,lrc4,,aagb1,bima1,il3,,
34,,,,complex2,mapsi5,,,
35,mogpl3,lrc3,,il1,,,,
36,mogpl2,lrc2,,complex1,mapsi4,mlbda1,,
37,mogpl4,lrc3,,bimaX,complex1,mlbda1,,
38,mogpl3,lrc2,,bimaX,mapsi2,mlbda3,,
39,mogpl3,lrc2,,il1,mlbda3,,,
40,mogpl2,lrc1,,complex1,mapsi2,mlbda4,,
41,mogpl4,lrc2,,bima1,complex1,mapsi4,,
42,mogpl3,lrc4,,il1,mapsi2,mlbda4,,
43,mogpl4,lrc2,,bima1,mapsi2,mlbda2,,
44,mogpl4,lrc2,,bima1,complex1,mapsi2,,
45,mogpl4,lrc2,,bima1,complex1,mapsi4,,
