num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi2,bima1,,complex2,il4,model1,,
2,mapsi1,bima1,,il3,model1,mogpl1,,
3,mapsi1,bima1,,algav3,lrc2,mogpl4,,
4,mapsi1,bima1,,algav2,il4,mogpl1,,
5,mapsi1,bima1,,algav2,lrc1,mogpl4,,
6,mapsi4,bima1,,complex2,il4,mogpl1,,
7,mapsi4,bima1,,complex2,il4,mogpl1,,
8,mapsi1,bima1,,il3,lrc4,mogpl1,,
9,mapsi5,,,model1,,,,
10,mapsi1,bima1,,algav2,il4,mogpl1,,
11,mapsi1,bima1,,complex1,lrc2,mogpl4,,
12,mapsi2,bima1,,complex2,il4,mogpl1,,
13,mapsi2,bima1,,complex1,model1,mogpl1,,
14,mapsi1,bima1,,il3,model1,mogpl1,,
15,mapsi1,bima1,,il3,lrc4,mogpl1,,
