num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mogpl4,lrc4,,bima1,mapsi4,mlbda2,,
2,mogpl2,lrc4,,aagb1,bimaX,mapsi2,,
3,mogpl2,lrc2,,il2,mapsi4,mlbda3,,
4,mogpl1,lrc3,,bimaX,complex2,mlbda2,,
5,mogpl4,lrc4,,il5,mapsi4,mlbda1,,
6,mogpl1,lrc4,,bima1,il1,mapsi4,,
7,mogpl2,lrc1,,complex2,il3,,,
8,mogpl4,lrc2,,bima1,il1,mlbda3,,
9,mogpl3,,,complex2,il4,mapsi3,,
10,mogpl3,lrc2,,complex2,mapsi3,mlbda2,,
11,mogpl2,lrc1,,il3,mapsi1,mlbda3,,
12,mogpl2,lrc1,,il1,mapsi4,mlbda3,,
13,mogpl3,lrc1,,complex1,mapsi1,mlbda4,,
14,mogpl2,lrc2,,complex2,mapsi2,mlbda2,,
15,mogpl1,,,il1,mlbda4,,,
16,mogpl2,lrc2,,aagb1,complex2,il3,,
17,mogpl3,lrc1,,complex1,mapsi3,mlbda4,,
18,mogpl3,lrc3,,bimaX,complex1,mlbda1,,
19,,,,complex1,mlbda1,,,
20,mogpl2,lrc1,,complex1,mapsi4,mlbda4,,
21,mogpl4,lrc2,,bima1,complex1,mapsi1,,
22,mogpl4,lrc2,,aagb1,il5,mapsi4,,
23,mogpl2,lrc3,,bimaX,complex2,mlbda2,,
24,mogpl3,lrc2,,complex2,il3,,,
25,mogpl3,lrc2,,complex2,mapsi4,mlbda2,,
26,mogpl4,lrc2,,bima1,complex1,mapsi4,,
27,mogpl3,lrc2,,complex1,mapsi4,mlbda4,,
28,mogpl3,lrc1,,il2,mapsi3,mlbda3,,
29,mogpl3,lrc2,,complex1,mapsi1,mlbda4,,
30,mogpl3,lrc2,,aagb1,complex1,mapsi2,,
31,mogpl1,lrc4,,bima1,mapsi1,mlbda4,,
32,mogpl2,lrc2,,complex1,mapsi1,mlbda4,,
33,mogpl2,lrc1,,il3,mapsi1,mlbda4,,
34,mogpl4,lrc4,,bima1,mapsi2,mlbda2,,
35,mogpl2,lrc2,,complex1,mapsi1,mlbda4,,
36,mogpl3,lrc2,,bimaX,complex1,mapsi1,,
37,mogpl1,lrc4,,aagb1,il5,mapsi3,,
38,mogpl4,lrc1,,il5,mapsi3,mlbda1,,
39,mogpl2,lrc1,,complex1,mapsi1,mlbda4,,
40,mogpl3,lrc2,,complex2,mapsi4,mlbda2,,
41,mogpl1,lrc4,,bima1,il1,mapsi2,,
42,mogpl1,lrc4,,bima1,mapsi2,mlbda1,,
43,mogpl3,lrc1,,complex1,mapsi2,mlbda4,,
44,mogpl2,,,complex2,il4,mapsi4,,
45,mogpl1,lrc4,,aagb1,il5,mapsi2,,
