num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr3,noyau1,,archi14,ares2,,,
2,pr3,noyau1,,archi14,il4,mlbda3,,
3,pr3,noyau1,,algav3,ares2,il5,,
4,pr3,noyau1,,archi14,il3,mlbda3,,
5,pr4,noyau2,,algav3,ares2,il5,,
6,pr4,noyau3,,archi12,ares3,il3,,
7,pr3,noyau1,,algav2,archi14,mlbda2,,
8,pr1,noyau4,,ares2,dlp3,,,
9,pr4,noyau2,,archi11,ares3,mlbda2,,
10,,,,algav2,dlp3,il5,,
11,pr4,noyau3,,archi12,,,,
12,pr3,noyau2,,ares3,dlp2,il4,,
13,pr1,noyau2,,algav2,archi14,ares2,,
14,pr2,noyau2,,archi14,ares1,dlp3,,
15,noyau4,,,ares1,dlp3,mlbda3,,
16,pr3,noyau4,,algav1,ares1,mlbda3,,
17,pr3,noyau1,,archi11,ares3,il4,,
18,noyau4,,,,,,,
19,pr3,noyau1,,dlp2,il4,mlbda3,,
20,pr3,noyau1,,ares1,dlp1,mlbda3,,
21,pr4,noyau2,,ares3,dlp1,il4,,
22,noyau4,,,ares3,dlp3,il4,,
23,pr4,noyau4,,aresX,il3,mlbda3,,
24,pr1,noyau2,,archi11,ares3,mlbda4,,
25,pr3,noyau4,,aresX,il3,mlbda3,,
26,noyau4,,,algav2,dlp3,mlbda2,,
27,pr3,,,ares3,dlp2,il4,,
28,pr2,noyau2,,algav2,archi14,ares1,,
29,pr3,noyau1,,archi14,ares2,il3,,
30,pr2,noyau1,,archi14,dlp3,il2,,
31,pr2,noyau4,,algav1,ares1,dlp3,,
32,pr1,noyau3,,,,,,
33,pr4,noyau1,,ares3,dlp1,mlbda2,,
34,pr4,noyau4,,algav1,il4,mlbda3,,
35,pr3,noyau2,,archi14,ares3,il4,,
