num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,archi13,complex2,mapsi5,pr1,
2,model1,,,archi12,complex1,dlp3,pr2,
3,model1,,,ares1,complex2,dlp2,noyau3,
4,model1,,,archi13,ares1,mapsi5,pr3,
5,model1,,,ares2,mapsi4,pr1,,
6,model1,,,ares2,complex2,dlp1,noyau2,
7,model1,,,ares2,complex1,mlbdaX,noyau4,
8,model1,,,complex1,dlp3,mapsi5,pr2,
9,,,,complex1,dlp1,noyau3,pr4,
10,model1,,,complex1,mapsi4,noyau4,,
11,model1,,,ares1,dlp2,noyau1,pr3,
12,model1,,,ares1,mapsi3,noyau4,pr3,
13,model1,,,ares1,mlbdaX,noyau3,,
14,,,,complex1,mapsi5,noyau3,pr3,
15,model1,,,ares1,complex2,noyau1,,
16,model1,,,ares1,complex2,noyau4,pr2,
17,model1,,,complex1,dlp3,noyau4,pr2,
18,model1,,,complex1,mapsi3,noyau4,pr3,
19,model1,,,archi11,ares2,noyau1,pr1,
20,model1,,,archi11,noyau1,pr1,,
21,model1,,,ares1,mapsi5,noyau3,pr3,
22,model1,,,ares1,complex2,noyau4,pr2,
23,model1,,,complex1,mapsi5,noyau3,pr3,
24,model1,,,archi11,ares1,complex2,pr2,
25,model1,,,ares1,complex2,noyau4,pr2,
