num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,complex1,dlp3,mapsi5,pr2,
2,model1,,,complex1,dlp3,mapsi5,pr2,
3,model1,,,archi13,ares1,complex2,noyau2,
4,model1,,,ares2,complex2,noyau1,,
5,,,,complex2,mapsi3,noyau4,pr1,
6,model1,,,archi11,ares2,complex1,mapsi5,
7,model1,,,archi12,ares1,complex2,pr2,
8,model1,,,complex1,mapsi5,noyau3,pr3,
9,model1,,,archi11,complex1,noyau1,pr3,
10,model1,,,complex2,mapsi3,noyau4,pr1,
11,model1,,,archi13,complex1,mapsi5,,
12,model1,,,complex1,mapsi1,noyau4,pr3,
13,model1,,,ares2,complex1,noyau4,pr3,
14,model1,,,ares2,complex2,mapsi4,noyau4,
15,model1,,,archi11,ares1,complex2,pr2,
16,,,,ares1,dlp2,mlbda4,noyau1,
17,model1,,,complex1,dlp2,noyau2,pr2,
18,model1,,,ares2,complex1,dlp3,noyau4,
19,model1,,,ares2,complex1,noyau4,pr3,
20,model1,,,complex2,noyau3,pr1,,
21,model1,,,archi11,ares2,complex1,pr3,
22,model1,,,ares1,dlp3,mapsi5,pr2,
23,,,,complex1,mapsi2,noyau4,pr3,
24,,,,ares2,complex2,noyau2,pr1,
25,model1,,,archi11,complex1,noyau3,pr3,
