num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,archi12,,,ares1,signal1,,,
2,vlsi12,archi11,,esa1,noyau3,pr4,,
3,archi11,,,esa1,pr1,,,
4,vlsi11,archi14,,mobj1,pr1,signal2,,
5,vlsi11,archi13,,mobj2,,,,
6,vlsi12,archi11,,ares3,esa2,noyau3,,
7,vlsi11,archi12,,,,,,
8,,,,esa1,pr1,signal1,,
9,vlsi11,archi14,,ares2,noyau2,signal2,,
10,vlsi11,archi13,,esa2,pr1,signal2,,
11,vlsi11,archi14,,ares1,mobj2,noyau3,,
12,vlsi12,archi11,,esa1,mobj1,noyau3,,
13,vlsi12,archi14,,ares2,noyau2,signal1,,
14,vlsi12,archi12,,esa1,pr2,signal1,,
15,,,,esa1,mobj1,signal1,,
16,vlsi12,archi13,,esa1,noyau2,signal1,,
17,vlsi12,archi13,,esa1,mobj1,signal1,,
18,vlsi12,archi11,,mobj1,noyau3,pr4,,
19,vlsi12,archi14,,mobj1,noyau3,signal1,,
20,vlsi11,archi13,,esa2,mobj2,pr1,,
21,vlsi11,archi12,,noyau3,pr1,signal2,,
22,vlsi11,archi12,,ares2,mobj2,pr4,,
23,archi11,,,ares1,esa2,noyau3,,
24,vlsi11,archi12,,,,,,
25,vlsi11,archi13,,esa2,pr1,signal2,,
26,vlsi11,archi14,,ares2,mobj1,signal2,,
27,vlsi11,archi14,,ares1,noyau1,signal2,,
28,archi12,,,ares2,signal2,,,
29,vlsi12,archi13,,mobj2,noyau2,,,
30,vlsi11,archi13,,mobj2,,,,
31,vlsi12,archi14,,ares2,mobj1,signal1,,
32,vlsi11,archi14,,mobj1,pr2,signal2,,
33,,,,esa1,noyau4,signal1,,
34,vlsi11,archi13,,ares1,noyau2,,,
35,vlsi11,archi14,,ares1,noyau3,signal2,,
36,vlsi11,archi13,,ares1,esa2,,,
37,vlsi12,archi14,,mobj2,noyau3,signal1,,
38,vlsi12,archi14,,ares2,noyau1,signal1,,
39,vlsi12,archi13,,mobj2,,,,
40,vlsi11,,,mobj2,noyau2,,,
41,vlsi12,archi13,,esa1,,,,
42,vlsi12,archi11,,esa2,noyau3,signal2,,
43,vlsi12,archi11,,ares2,esa2,mobj2,,
44,vlsi12,archi11,,esa2,noyau3,signal2,,
45,vlsi11,archi13,,ares1,mobj1,signal2,,
46,vlsi12,,,mobj2,pr2,signal1,,
47,vlsi12,archi14,,mobj1,pr2,signal1,,
48,,,,esa1,mobj1,signal1,,
49,vlsi12,archi11,,esa2,noyau3,signal2,,
50,vlsi12,archi11,,ares2,esa2,mobj2,,
