num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
2,maths4m0621,mapsi2,aagb1,lrc4,mlbdaX,,,
3,maths4m0621,mapsi1,,bima1,il3,,,
4,maths4m0621,mapsi1,,il5,,,,
5,maths4m0621,mapsi2,aagb1,il5,mogpl4,,,
6,maths4m0621,mapsi5,aagb1,bimaX,il3,,,
7,maths4m0621,aagb1,,lrc3,,,,
8,maths4m0621,mapsi2,aagb1,bima1,mogpl4,,,
9,maths4m0621,mapsi2,aagb1,complex2,mogpl2,,,
10,maths4m0621,mapsi2,aagb1,complex2,lrcX,,,
11,maths4m0621,mapsi4,,il2,lrc4,,,
12,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
13,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
14,maths4m0621,mapsi5,aagb1,il3,mlbdaX,,,
15,maths4m0621,mapsi3,aagb1,lrc4,,,,
16,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
17,maths4m0621,mapsi2,aagb1,complex2,lrcX,,,
18,maths4m0621,mapsi2,aagb1,il5,lrc4,,,
19,maths4m0621,mapsi3,aagb1,lrc4,mogpl2,,,
20,maths4m0621,mapsi2,aagb1,complex2,il5,,,
21,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
22,maths4m0621,mapsi2,aagb1,,,,,
23,maths4m0621,mapsi3,aagb1,il5,lrc4,,,
24,maths4m0621,mapsi4,aagb1,il5,lrc4,,,
25,maths4m0621,mapsi2,aagb1,bimaX,il5,,,
