num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel1,ares2,,complex1,mogpl4,noyau4,,
2,rtel1,ares1,,,,,,
3,rtel1,ares2,,noyau4,pr1,signal2,,
4,rtel2,ares3,,archi14,mogpl1,signal1,,
5,rtel1,ares1,,archi12,noyau3,pr4,,
6,rtel1,ares2,,archi14,complex1,mogpl1,,
7,rtel2,ares3,,mogpl2,noyau3,signal1,,
8,rtel2,ares2,,archi11,noyau1,signal2,,
9,rtel2,ares3,,archi14,pr2,signal1,,
10,rtel2,ares2,,mogpl2,noyau2,signal1,,
11,rtel1,ares1,,mogpl3,pr2,signal2,,
12,rtel1,ares2,,mogpl3,pr1,signal2,,
13,rtel2,ares3,,noyau4,pr2,signal1,,
14,rtel1,ares2,,archi12,pr1,signal2,,
15,,,,mogpl2,noyau3,signal2,,
16,rtel1,ares2,,noyau2,pr1,signal2,,
17,rtel1,ares2,,archi12,pr1,signalX,,
18,rtel1,ares1,,mogpl2,noyau3,signal2,,
19,rtel2,ares2,,signal2,,,,
20,rtel1,ares1,,noyau4,pr2,signal2,,
21,rtel1,ares1,,mogpl3,pr2,signal2,,
22,rtel2,ares3,,archi12,pr2,signal1,,
23,ares3,,,archi11,pr1,,,
24,rtel1,ares3,,mogpl3,noyau2,pr4,,
25,rtel2,ares2,,archi12,mogpl1,signal1,,
26,rtel2,ares3,,mogpl3,noyau2,pr4,,
27,rtel2,ares2,,archi12,mogpl1,signal1,,
28,rtel1,ares1,,archi12,noyau3,pr4,,
29,rtel2,ares3,,pr4,,,,
30,rtel1,ares2,,noyau4,pr1,signalX,,
31,rtel2,ares2,,archi11,noyau1,signal2,,
32,rtel2,ares2,,archi11,noyau2,signal2,,
33,rtel1,ares2,,,,,,
34,rtel2,ares3,,archi11,mogpl4,noyau3,,
35,rtel1,ares2,,noyau2,pr1,signal2,,
36,rtel1,ares1,,archi14,noyau1,pr3,,
37,rtel2,ares3,,mogpl3,noyau3,signal1,,
38,rtel1,ares2,,archi12,complex1,pr4,,
39,rtel2,ares2,,archi12,mogpl1,signal1,,
40,rtel2,ares3,,mogpl2,noyau3,signal1,,
41,rtel2,ares3,,mogpl3,noyau3,signal1,,
42,rtel1,ares2,,complex1,noyau4,pr4,,
43,rtel2,ares3,,mogpl2,noyau3,signal1,,
44,ares1,,,pr2,signal1,,,
45,rtel2,ares2,,mogpl2,noyau2,pr4,,
46,,,,signal2,,,,
47,rtel1,ares3,,archi13,noyau1,pr1,,
48,rtel2,ares3,,archi12,mogpl4,noyau3,,
49,rtel1,ares2,,mogpl3,pr1,signal2,,
50,rtel1,ares1,,noyau2,pr2,signal2,,
