num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr2,noyau4,,algav1,dlp3,il2,,
2,pr3,noyau2,,ares3,dlp2,il4,,
3,pr3,noyau1,,ares3,dlp1,il4,,
4,pr4,noyau2,,dlp1,mlbda2,,,
5,pr1,noyau3,,algav3,archi12,dlp3,,
6,pr4,noyau2,,dlp1,il4,mlbda3,,
7,pr3,,,ares2,il5,,,
8,pr2,noyau2,,dlp2,il2,,,
9,pr2,noyau2,,archi14,dlp3,il2,,
10,pr3,noyau1,,archi14,ares3,mlbda2,,
11,pr1,noyau1,,archi14,dlp3,mlbda3,,
12,pr4,noyau4,,algav1,ares1,mlbda3,,
13,pr4,noyau1,,ares3,dlp1,il4,,
14,pr4,,,algav2,mlbda1,,,
15,,,,dlp2,il4,mlbda3,,
16,pr3,noyau3,,algav1,archi14,ares1,,
17,pr3,noyau1,,ares3,dlp2,mlbda2,,
18,pr3,noyau1,,algav2,ares2,il5,,
19,pr4,noyau1,,archi11,il1,mlbda3,,
20,noyau3,,,algav1,,,,
21,pr4,noyau2,,dlp1,il2,mlbda3,,
22,pr4,,,,,,,
23,,,,ares1,mlbda4,,,
24,pr3,noyau1,,algav2,archi14,mlbda2,,
25,pr2,noyau4,,dlp3,il2,,,
26,pr4,noyau1,,archi11,il4,mlbda1,,
27,pr3,noyau2,,dlp1,il1,mlbda3,,
28,pr3,noyau3,,algav1,archi14,ares1,,
29,pr1,noyau1,,archi14,mlbda3,,,
30,pr4,,,algav3,ares1,dlp2,,
31,pr1,noyau2,,algav3,dlp2,,,
32,pr2,noyau1,,ares3,dlp3,il5,,
33,pr1,noyau3,,archi12,ares3,dlp3,,
34,pr2,noyau2,,archi14,dlp3,il2,,
35,pr1,noyau1,,archi14,dlp3,,,
