num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,,,,complex2,il5,,,
2,mapsi2,aagb1,,complex2,,,,
3,maths4m0621,mapsi2,aagb1,lrc4,mogpl3,,,
4,maths4m0621,mapsi2,aagb1,,,,,
5,maths4m0621,aagb1,,complex2,il3,,,
6,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
7,maths4m0621,mapsi2,aagb1,,,,,
8,maths4m0621,aagb1,,,,,,
9,maths4m0621,mapsi4,aagb1,lrc4,mogpl2,,,
10,maths4m0621,mapsi5,aagb1,complex2,il3,,,
11,maths4m0621,mapsi4,aagb1,bima1,lrc4,,,
12,maths4m0621,mapsi5,aagb1,complex2,il3,,,
13,aagb1,,,il3,lrc3,,,
14,maths4m0621,mapsi2,aagb1,bimaX,lrc4,,,
15,maths4m0621,mapsi2,aagb1,bimaX,lrc4,,,
16,maths4m0621,mapsi2,aagb1,,,,,
17,maths4m0621,mapsi2,aagb1,complex2,il5,,,
18,aagb1,,,bima1,,,,
19,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
20,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
21,maths4m0621,mapsi5,aagb1,complex2,il3,,,
22,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
23,mapsi4,,,mogpl2,,,,
24,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
25,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
