num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
2,maths4m0621,mapsi3,aagb1,lrc4,mogpl2,,,
3,maths4m0621,mapsi5,aagb1,complex2,il3,,,
4,mapsi5,,,il1,lrc2,,,
5,maths4m0621,mapsi4,aagb1,bimaX,lrcX,,,
6,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
7,maths4m0621,mapsi3,aagb1,lrc4,mogpl2,,,
8,maths4m0621,mapsi3,aagb1,lrc4,mogpl2,,,
9,maths4m0621,mapsi3,aagb1,lrc4,mogpl2,,,
10,maths4m0621,mapsi1,,lrc4,mogpl3,,,
11,maths4m0621,mapsi5,aagb1,lrc4,,,,
12,maths4m0621,mapsi5,aagb1,lrc4,mogpl4,,,
13,maths4m0621,mapsi4,aagb1,bimaX,lrcX,,,
14,maths4m0621,mapsi2,aagb1,lrc4,mogpl4,,,
15,maths4m0621,mapsi4,aagb1,bima1,complex2,,,
16,aagb1,,,bimaX,il4,,,
17,mapsi5,aagb1,,mogpl1,,,,
18,maths4m0621,mapsi5,aagb1,il3,mogpl4,,,
19,maths4m0621,mapsi3,aagb1,il5,lrc4,,,
20,maths4m0621,mapsi4,aagb1,bimaX,lrcX,,,
21,maths4m0621,mapsi2,aagb1,bimaX,lrcX,,,
22,maths4m0621,mapsi2,aagb1,il5,lrc4,,,
23,maths4m0621,mapsi3,aagb1,il5,mogpl4,,,
24,maths4m0621,mapsi5,,lrc4,,,,
25,maths4m0621,mapsi2,aagb1,bimaX,mogpl4,,,
