num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,pr1,noyau1,,archi14,dlp3,mlbda3,,
2,,,,algav3,dlp2,mlbda2,,
3,noyau2,,,ares1,dlp2,,,
4,pr4,noyau1,,ares3,dlp1,il4,,
5,,,,algav1,dlp3,mlbda2,,
6,pr3,noyau1,,algav2,ares2,il5,,
7,pr2,noyau2,,archi14,dlp3,il1,,
8,pr4,noyau1,,dlp2,il4,mlbda3,,
9,noyau2,,,archi13,dlp3,,,
10,pr4,noyau2,,ares3,dlp1,mlbda2,,
11,,,,algav1,ares3,il5,,
12,pr3,noyau4,,algav1,il4,mlbda3,,
13,pr3,noyau3,,algav2,ares1,dlp1,,
14,,,,dlp2,,,,
15,pr4,noyau1,,dlp2,il4,mlbda3,,
16,pr4,noyau2,,ares3,dlp2,il4,,
17,pr2,noyau2,,archi14,ares1,dlp3,,
18,pr4,noyau4,,algav1,ares1,mlbda3,,
19,pr3,noyau3,,algav2,archi12,il1,,
20,pr3,noyau2,,algav3,archi14,il1,,
21,pr3,noyau2,,algav3,dlp2,mlbda2,,
22,pr2,noyau1,,algav3,dlp3,il5,,
23,pr4,noyau2,,archi11,il4,mlbda1,,
24,pr1,noyau2,,algav3,dlp2,mlbda1,,
25,pr4,noyau4,,algav1,il4,mlbda3,,
26,pr4,noyau2,,archi11,il2,,,
27,pr3,noyau2,,ares3,dlp2,il4,,
28,pr4,,,ares2,il5,,,
29,pr3,noyau3,,algav3,archi12,ares1,,
30,,,,algav1,il4,mlbda1,,
31,pr2,noyau1,,dlp3,il5,,,
32,,,,ares2,dlp3,il5,,
33,pr3,noyau4,,algav1,il4,mlbda3,,
34,pr1,noyau2,,archi14,dlp3,mlbda3,,
35,,,,algav1,il4,,,
