num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi2,bima1,,il2,lrc4,mogpl1,,
2,bima1,,,complex2,il4,mogpl1,,
3,mapsi1,bima1,,il3,lrc2,model1,,
4,mapsi1,bima1,,algav2,il4,mogpl1,,
5,mapsi2,bima1,,complex1,lrc2,model1,,
6,mapsi1,bima1,,algavX,il4,model1,,
7,mapsi2,bima1,,il2,lrc4,mogpl1,,
8,mapsi1,bima1,,il3,model1,mogpl1,,
9,mapsi1,bima1,,il4,model1,mogpl1,,
10,mapsi1,bima1,,lrc1,,,,
11,mapsi4,bima1,,complex2,il4,,,
12,mapsi4,bima1,,il4,model1,mogpl1,,
13,mapsi1,bima1,,algav2,il4,lrcX,,
14,mapsi1,bima1,,lrcX,model1,mogpl1,,
15,bima1,,,model1,,,,
