num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi4,aagb1,,bima1,,,,
2,maths4m0621,mapsi4,aagb1,mlbdaX,mogpl2,,,
3,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
4,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
5,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
6,mapsi1,,,il3,mogpl3,,,
7,maths4m0621,mapsi2,aagb1,bima1,complex2,,,
8,maths4m0621,mapsi2,aagb1,complex2,lrcX,,,
9,aagb1,,,il3,lrc2,,,
10,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
11,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
12,maths4m0621,mapsi4,aagb1,lrc4,mogpl2,,,
13,maths4m0621,mapsi2,aagb1,lrc4,mogpl2,,,
14,maths4m0621,mapsi5,aagb1,il3,lrc4,,,
15,maths4m0621,mapsi2,aagb1,il5,,,,
16,aagb1,,,il3,lrc3,,,
17,maths4m0621,mapsi4,aagb1,,,,,
18,maths4m0621,mapsi2,aagb1,lrc4,,,,
19,maths4m0621,mapsi1,,mogpl2,,,,
20,maths4m0621,mapsi2,aagb1,,,,,
21,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
22,maths4m0621,mapsi2,aagb1,bima1,lrc4,,,
23,maths4m0621,mapsi2,aagb1,il5,lrc4,,,
24,maths4m0621,mapsi2,aagb1,,,,,
25,maths4m0621,mapsi2,aagb1,il5,lrc4,,,
