num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,ares2,complex1,dlp3,noyau2,
2,model1,,,complex1,dlp2,noyau2,pr2,
3,model1,,,archi11,ares1,mapsi5,noyau3,
4,model1,,,archi11,complex1,mapsi5,pr2,
5,model1,,,archi11,complex1,noyau2,pr2,
6,model1,,,ares2,complex1,mlbdaX,pr3,
7,model1,,,ares1,mapsi5,noyau3,pr3,
8,model1,,,complex1,dlp3,mapsi5,pr2,
9,model1,,,archi12,ares1,complex2,pr2,
10,model1,,,ares1,complex2,mlbdaX,pr2,
11,model1,,,archi12,dlp3,pr1,,
12,model1,,,ares1,mapsi2,noyau4,pr2,
13,model1,,,ares1,complex2,mapsi5,noyau3,
14,model1,,,archi11,noyau3,pr1,,
15,model1,,,archi11,complex1,mapsi5,pr3,
16,model1,,,archi11,complex1,mapsi5,noyau3,
17,model1,,,archi12,ares1,mlbdaX,pr2,
18,model1,,,archi11,complex1,noyau2,pr3,
19,model1,,,archi12,ares2,complex2,pr1,
20,model1,,,ares1,complex2,dlp1,pr2,
21,model1,,,archi11,mapsi5,noyau3,pr3,
22,model1,,,archi12,complex1,dlp3,pr2,
23,model1,,,archi11,ares1,noyau1,,
24,model1,,,ares1,dlp2,noyau2,pr3,
25,,,,archi11,ares2,mapsi5,,
