num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,dlp1,algav1,,il4,mlbda3,pr4,,
2,algav1,,,il4,mlbda1,pr3,,
3,dlp1,algav1,,il2,lrc4,pr4,,
4,dlp2,algav2,,il1,lrc3,pr4,,
5,dlp1,algav1,,il1,lrc2,mlbda4,,
6,dlp1,algav2,,il2,lrc3,pr3,,
7,dlp2,algav3,,lrc3,mlbda2,mogpl1,,
8,dlp2,algav2,,il1,lrc2,mlbda4,,
9,dlp1,algav1,,il2,mlbda3,pr3,,
10,dlp1,algav2,,il2,lrc1,mogpl4,,
11,dlp2,algav2,,il2,lrc3,pr4,,
12,dlp2,algav3,,il1,lrc3,pr4,,
13,dlp2,algav1,,il1,mlbda3,pr4,,
14,dlp1,algav3,,il2,mlbda4,mogpl1,,
15,dlp1,algav1,,il2,mlbda3,pr4,,
16,dlp1,,,il1,mlbda3,noyau1,,
17,dlp1,algav2,,il1,lrc1,mogpl4,,
18,dlp3,algav2,,lrc3,noyau4,pr1,,
19,dlp2,algav2,,il4,mlbda1,pr3,,
20,dlp3,algav1,,il5,lrc1,mlbda1,,
21,,,,il5,mlbda3,,,
22,dlp3,algav1,,lrc4,noyau4,pr1,,
23,dlp1,algav3,,il2,lrc2,mlbda4,,
24,,,,il5,lrc2,mlbda4,,
25,dlp2,algav2,,lrc1,,,,
26,dlp2,algav3,,il1,lrc2,mlbda4,,
27,dlp2,algav2,,mlbda2,,,,
28,dlp3,algav3,,il5,lrc2,mlbda1,,
29,dlp2,algav3,,il1,lrc3,pr4,,
30,dlp2,algav1,,il4,mlbda3,pr4,,
31,dlp1,algav1,,il4,mlbda1,mogpl1,,
32,dlp1,algav1,,il1,lrc2,mlbda3,,
33,dlp2,algav3,,lrc3,mlbda2,mogpl1,,
34,dlp2,algav3,,il4,mlbda1,pr4,,
35,dlp3,algav2,,lrc3,mlbda2,noyau4,,
36,dlp3,,,mlbda2,noyau2,,,
37,dlp2,algav2,,lrc3,mlbda2,mogpl1,,
38,dlp3,algav3,,il4,mlbda1,noyau2,,
39,dlp2,algav3,,lrc3,mogpl4,pr1,,
40,dlp3,algav3,,lrc3,noyau4,pr1,,
41,dlp1,algav1,,il2,lrc4,pr4,,
42,dlp1,algav2,,,,,,
43,dlp2,algav2,,il2,mogpl4,noyau2,,
44,dlp2,algav2,,il2,mogpl4,pr2,,
45,dlp3,algav3,,lrc3,mlbda2,noyau4,,
46,dlp2,algav2,,il2,lrc3,pr4,,
47,dlp1,algav2,,il4,mlbda1,pr3,,
48,dlp2,algav2,,lrc3,,,,
49,dlp2,algav1,,il1,lrc4,pr4,,
50,dlp2,algav3,,lrc3,mlbda4,pr1,,
51,dlp2,algav2,,mlbda2,noyau1,pr3,,
52,,,,mlbda2,mogpl3,,,
53,dlp2,algav1,,complex2,ilX,noyau3,,
54,dlp1,algav1,,complex2,il4,mogpl1,,
55,dlp3,algav3,,il5,mlbda1,noyau1,,
