num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel1,ares1,,noyau4,pr2,signal2,,
2,rtel1,ares2,,noyau4,pr1,signal2,,
3,rtel2,ares3,,archi11,noyau1,pr3,,
4,rtel2,ares3,,mogpl2,noyau2,pr4,,
5,rtel1,ares1,,noyau2,pr2,signal2,,
6,rtel2,ares3,,archi14,mogpl1,signal1,,
7,rtel1,ares1,,noyau2,pr2,signal2,,
8,rtel2,ares3,,mogpl2,noyau2,signal1,,
9,rtel2,ares3,,archi13,noyau1,signal1,,
10,rtel2,ares3,,archi11,noyau1,pr3,,
11,rtel1,ares3,,mogpl2,noyau2,pr4,,
12,rtel1,ares2,,complex1,noyau2,pr4,,
13,rtel1,ares2,,noyau2,pr1,signal2,,
14,rtel1,ares3,,mogpl4,noyau4,pr1,,
15,rtel2,ares3,,archi11,noyau2,pr3,,
16,rtel1,ares2,,archi12,mogpl4,pr1,,
17,rtel2,,,archi11,noyau2,,,
18,rtel2,ares3,,mogpl2,noyau2,signal1,,
19,ares3,,,mogpl2,,,,
20,rtel2,ares2,,signal1,,,,
21,rtel2,ares3,,archi12,pr2,signal1,,
22,rtel1,ares1,,archi12,mogpl4,pr2,,
23,rtel2,ares3,,mogpl2,noyau3,signal1,,
24,rtel1,ares2,,mogpl3,pr1,signal2,,
25,rtel1,ares2,,noyau2,,,,
26,rtel1,ares1,,noyau2,pr2,signal2,,
27,rtel1,ares3,,mogpl4,noyau4,pr1,,
28,rtel1,ares2,,noyau2,pr1,signal2,,
29,rtel2,ares3,,archi12,mogpl1,signal1,,
30,rtel1,ares2,,archi14,complex1,noyau2,,
31,rtel2,ares3,,mogpl2,noyau3,signal1,,
32,rtel1,ares2,,noyau4,pr1,signal2,,
33,rtel1,ares1,,mogpl3,pr2,signal2,,
34,rtel1,ares1,,mogpl3,pr2,signal2,,
35,rtel1,ares1,,mogpl2,noyau3,pr4,,
36,rtel1,ares3,,mogpl2,noyau3,pr4,,
37,rtel1,ares1,,archi13,noyau1,pr4,,
38,rtel2,ares3,,mogpl2,noyau3,signal1,,
39,rtel1,ares1,,noyau4,pr2,signal2,,
40,rtel1,ares2,,complexX,pr1,signal2,,
41,rtel2,ares3,,mogpl2,noyau3,signal1,,
42,rtel1,ares2,,mogpl3,pr1,signal2,,
43,rtel1,ares2,,,,,,
44,,,,mogpl3,pr1,signal2,,
45,rtel1,ares1,,mogpl3,pr2,signal2,,
46,rtel2,,,archi11,noyau1,,,
47,rtel2,ares3,,complexX,pr2,signal1,,
48,rtel1,ares1,,,,,,
49,rtel1,ares1,,archi13,noyau2,pr4,,
50,rtel2,ares3,,archi11,mogpl4,noyau3,,
