num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,algav2,,,archi12,lrc2,,,
2,dlp1,algav3,,il1,lrc3,pr4,,
3,dlp1,algav2,,il4,mlbda1,pr4,,
4,dlp3,algav1,,il2,noyau4,pr2,,
5,dlp3,algav1,,lrc4,mlbda2,noyau4,,
6,dlp2,algav3,,lrc3,mlbda2,pr3,,
7,,,,lrc4,pr4,,,
8,dlp3,algav3,,il2,lrc3,noyau4,,
9,dlp3,algav1,,complex1,ilX,pr2,,
10,dlp3,algav1,,il1,lrc2,mlbda3,,
11,dlp2,algav1,,complex2,ilX,mlbda2,,
12,dlp2,algav1,,il1,lrc2,mlbda3,,
13,dlp1,algav1,,complex1,ilX,pr2,,
14,dlp2,algav2,,il2,lrc3,pr4,,
15,dlp3,algav1,,lrc4,mlbda2,noyau4,,
16,dlp3,algav2,,il5,lrc2,mlbda1,,
17,,,,il2,lrc2,mogpl2,,
18,dlp3,algav1,,il1,lrc1,mlbda3,,
19,dlp2,algav1,,il4,mlbda3,pr3,,
20,dlp3,algav3,,complexX,il4,mlbda1,,
21,dlp2,algav1,,il4,mlbda3,pr3,,
22,dlp2,algav2,,il2,lrc3,pr4,,
23,dlp2,algav3,,lrc3,mogpl1,,,
24,dlp1,algav2,,mogpl4,noyau1,pr1,,
25,,,,il1,lrc4,pr4,,
26,dlp2,algav3,,il1,lrc3,mlbda4,,
27,,,,il2,lrc2,mlbda4,,
28,dlp1,algav3,,il2,lrc3,mogpl4,,
29,dlp3,algav3,,archi14,lrc3,pr1,,
30,dlp1,algav1,,il1,mlbda3,pr3,,
31,dlp2,algav3,,il1,lrc2,mlbda4,,
32,dlp1,algav3,,il2,lrc2,mlbda4,,
33,dlp2,algav3,,complexX,lrc3,pr4,,
34,dlp1,algav2,,il2,lrc3,pr4,,
35,dlp1,algav1,,il2,mlbda3,pr3,,
36,dlp2,algav3,,lrc3,mlbda2,pr3,,
37,dlp3,algav3,,lrc3,noyau4,pr1,,
38,dlp1,algav1,,il1,lrc4,pr4,,
39,dlp1,,,mogpl4,pr1,,,
40,dlp2,algav3,,mogpl4,noyau2,pr1,,
41,dlp3,,,il1,,,,
42,dlp2,algav2,,il2,lrc3,pr4,,
43,dlp2,algav1,,il2,lrc4,pr4,,
44,,,,pr2,,,,
45,dlp3,algav2,,il5,lrc2,mlbda1,,
46,dlp2,algav1,,il2,mlbda3,pr4,,
47,dlp2,algav3,,,,,,
48,algav3,,,noyau4,,,,
49,dlp2,algav2,,lrc3,mlbda2,pr3,,
50,dlp2,algav1,,il1,lrc2,mlbda4,,
51,,,,mlbda3,pr1,,,
52,dlp1,algav3,,lrc3,mlbda2,pr4,,
53,dlp3,algav2,,,,,,
54,dlp3,algav3,,archi14,lrc3,pr1,,
55,dlp3,algav2,,il5,lrc3,mlbda1,,
