num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi12,archi13,,mobj2,noyau2,signal1,,
2,vlsi11,,,esa2,signal2,,,
3,vlsi12,archi11,,esa2,noyau3,signal2,,
4,vlsi12,archi13,,esa1,mobj1,signal1,,
5,vlsi12,archi12,,mobj2,pr2,signal1,,
6,vlsi12,archi13,,esa1,mobj1,signal1,,
7,vlsi12,archi12,,mobj2,pr2,signal1,,
8,vlsi12,archi11,,ares2,esa2,mobj2,,
9,vlsi12,archi11,,ares2,esa2,mobj2,,
10,vlsi11,archi13,,ares1,esa2,pr3,,
11,vlsi12,archi14,,mobj2,noyau1,signal1,,
12,vlsi12,archi12,,mobj2,pr2,signal1,,
13,vlsi12,archi13,,esa1,noyau1,signal1,,
14,vlsi12,archi13,,ares3,esa2,signal1,,
15,vlsi12,archi11,,esa1,mobj1,noyau3,,
16,vlsi11,archi14,,noyau3,pr1,signal2,,
17,vlsi11,archi13,,ares3,esa2,pr3,,
18,vlsi11,archi14,,ares1,pr2,signal2,,
19,vlsi12,archi11,,mobj2,noyau1,pr3,,
20,,,,esa1,mobj1,noyau4,,
21,archi11,,,ares3,noyau1,,,
22,vlsi12,archi12,,esa1,pr2,signal1,,
23,vlsi11,archi12,,ares2,pr1,signal2,,
24,vlsi11,archi14,,ares1,noyau2,signal2,,
25,vlsi11,archi12,,noyau3,pr1,signal2,,
26,vlsi11,archi14,,mobj1,noyau3,signal2,,
27,vlsi11,archi13,,ares3,esa2,pr1,,
28,,,,ares1,esa2,,,
29,vlsi12,archi14,,mobj2,noyau1,signal1,,
30,,,,pr2,signal1,,,
31,vlsi11,archi13,,esa1,mobj1,pr1,,
32,vlsi11,archi12,,ares1,mobj2,pr2,,
33,vlsi11,archi13,,ares1,esa2,signal2,,
34,vlsi11,archi13,,esa2,pr1,signal2,,
35,,,,mobj1,signal1,,,
36,vlsi12,archi12,,esa1,pr2,signal1,,
37,vlsi11,archi14,,mobj1,noyau3,signal2,,
38,vlsi11,archi14,,mobj1,noyau3,signal2,,
39,vlsi11,archi13,,,,,,
40,,,,esa1,noyau3,pr4,,
41,vlsi12,archi13,,esa2,mobj2,signal1,,
42,,,,esa1,mobj1,noyau3,,
43,vlsi12,archi13,,esa1,mobj1,signal1,,
44,vlsi12,archi11,,ares2,esa2,signal2,,
45,vlsi12,archi13,,esa1,mobj1,signal1,,
46,vlsi11,archi13,,mobj2,pr4,,,
47,vlsi11,archi13,,,,,,
48,vlsi11,,,esa1,noyau3,,,
49,vlsi11,archi14,,noyau2,pr1,signal2,,
50,vlsi12,archi12,,mobjX,noyau3,signal1,,
