num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda4,lrc2,,complex1,mapsi1,mogpl2,,
2,mlbda2,,,mapsi5,,,,
3,mlbda4,lrc1,,bima1,il2,mapsi4,,
4,mlbda4,lrc2,,complex1,ilX,mapsi1,,
5,mlbda2,lrc1,,mapsi1,model1,mogpl3,,
6,mlbda4,lrc3,,bimaX,il5,mogpl1,,
7,mlbda4,lrc2,,il2,mapsi4,mogpl2,,
8,mlbda4,lrc1,,complex1,mapsi4,mogpl2,,
9,mlbda2,lrc3,,,,,,
10,mlbda4,lrc4,,il1,mapsi3,mogpl1,,
11,mlbda2,lrc2,,mapsi1,model1,mogpl2,,
12,mlbda4,lrc2,,il2,mapsi4,mogpl2,,
13,mlbda1,lrc3,,complex1,model1,mogpl1,,
14,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
15,mlbda3,lrc3,,complexX,il3,mogpl3,,
16,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
17,mlbda1,lrc3,,complexX,il5,mogpl1,,
18,mlbda2,lrc2,,mapsi1,model1,mogpl3,,
19,mlbda1,lrc4,,il5,mapsi2,mogpl1,,
20,mlbda3,,,il4,mapsi2,mogpl1,,
21,mlbda2,,,mapsi1,model1,,,
22,mlbda1,lrc2,,il5,mapsi3,model1,,
23,mlbda1,lrc2,,bima1,il3,model1,,
24,mlbda4,,,bima1,complex1,mapsi4,,
25,mlbda4,lrc4,,il1,mapsi5,mogpl1,,
26,mlbda1,lrc3,,il5,model1,mogpl1,,
27,mlbda4,lrc1,,il3,mapsi1,mogpl3,,
28,mlbda1,lrc4,,il5,mapsi2,mogpl1,,
29,mlbda2,lrc4,,mapsi3,mogpl2,,,
30,mlbda1,lrc3,,complex1,,,,
31,mlbda2,lrc1,,complex2,ilX,mapsi5,,
32,,,,bima1,mapsi1,mogpl1,,
33,mlbda2,lrc1,,complex2,ilX,mapsi2,,
34,mlbda4,lrc1,,complex1,mapsi1,mogpl3,,
35,mlbda2,lrc2,,complex2,ilX,mapsi5,,
36,mlbda3,,,il4,mapsi4,mogpl3,,
37,mlbda3,lrc1,,il3,mapsi1,mogpl3,,
38,mlbda3,lrc1,,il2,mapsi4,mogpl3,,
39,mlbda3,lrc1,,bimaX,il3,mogpl3,,
40,mlbda4,lrc1,,il1,mapsi4,mogpl3,,
