num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,,,,il5,lrc3,pr3,,
2,dlp1,algav3,,il4,mlbda1,pr3,,
3,dlp2,algav3,,il2,lrc2,mogpl4,,
4,dlp3,algav2,,il5,lrc2,mlbda1,,
5,algav2,,,il1,lrc3,pr4,,
6,dlp1,algav3,,il4,mlbda1,pr4,,
7,dlp1,algav1,,complex2,il4,prX,,
8,dlp2,algav3,,il4,mlbda1,pr4,,
9,dlp2,algav3,,il1,lrc3,mogpl1,,
10,dlp1,algav1,,mogpl4,noyau3,pr1,,
11,dlp3,algav1,,lrc4,mlbda2,noyau4,,
12,dlp2,algav3,,il1,mlbda4,mogpl1,,
13,dlp2,,,mlbda3,mogpl4,pr1,,
14,dlp2,algav1,,il4,mlbda3,pr4,,
15,dlp1,,,lrc3,,,,
16,dlp2,,,mlbda2,prX,,,
17,dlp2,algav3,,il2,mlbda4,noyau2,,
18,dlp1,algav2,,mlbda1,mogpl4,pr1,,
19,dlp3,algav1,,mlbda3,noyau4,pr1,,
20,dlp1,algav1,,il2,mlbda3,pr3,,
21,dlp1,algav1,,il2,lrc2,mlbda4,,
22,dlp3,algav2,,lrc3,noyau4,pr1,,
23,dlp2,algav2,,lrc3,mlbda2,pr4,,
24,dlp1,algav1,,il2,lrc4,pr3,,
25,dlp1,algav2,,il1,lrc3,mlbda4,,
26,dlp1,algav3,,lrc3,mlbda2,mogpl4,,
27,dlp2,algav3,,il1,noyau2,pr3,,
28,dlp3,algav3,,il5,lrc2,mlbda1,,
29,dlp2,algav3,,lrc3,mlbda2,pr4,,
30,,,,lrc3,mogpl3,pr4,,
31,dlp3,algav1,,il2,lrc4,noyau4,,
32,dlp2,algav3,,il2,lrc3,pr4,,
33,dlp2,algav2,,il1,mogpl4,pr2,,
34,dlp1,algav1,,lrc4,mogpl4,pr1,,
35,dlp3,algav3,,archi14,lrc2,mogplX,,
36,dlp3,algav3,,lrc3,noyau4,pr1,,
37,dlp1,algav1,,il2,lrc1,,,
38,dlp1,algav1,,,,,,
39,dlp1,algav1,,il2,mlbda3,pr4,,
40,dlp2,algav2,,il2,lrc3,mlbda4,,
41,,,,prX,,,,
42,dlp2,algav3,,,,,,
43,dlp3,algav2,,archi14,il1,lrc3,,
44,dlp3,algav2,,archi12,prX,,,
45,dlp3,algav1,,il2,noyau4,pr2,,
46,dlp1,algav1,,complex1,mlbda1,pr4,,
47,dlp1,algav2,,lrc3,mlbda2,pr4,,
48,dlp3,algav2,,archi14,il4,mlbda1,,
49,dlp3,algav3,,lrc2,mlbda2,,,
50,dlp1,algav2,,il4,mlbda1,pr3,,
51,dlp2,algav2,,il1,lrc3,mlbda4,,
52,dlp2,algav2,,il1,lrc3,pr3,,
53,dlp2,algav1,,complex1,lrc2,mlbda4,,
54,dlp3,algav1,,lrc4,mlbda2,noyau4,,
55,dlp3,algav2,,il5,lrc3,mlbda1,,
