num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mapsi2,bima1,,complex2,il4,model1,,
2,mapsi1,bima1,,il3,lrc2,model1,,
3,mapsi2,bima1,,complex1,lrc1,mogpl4,,
4,mapsi2,bima1,,il1,lrc1,mogpl4,,
5,mapsi2,bima1,,complex1,lrc2,mogpl4,,
6,mapsi2,bima1,,complex1,model1,mogpl1,,
7,mapsi2,bima1,,complex1,lrc2,mogpl4,,
8,mapsi2,bima1,,complex2,lrc1,model1,,
9,mapsi1,bima1,,,,,,
10,mapsi1,bima1,,complex1,model1,mogpl1,,
11,mapsi4,bima1,,il1,lrc2,model1,,
12,mapsi2,bima1,,complex2,,,,
13,,,,complex2,il3,mogpl3,,
14,mapsi4,bima1,,complex1,lrc1,mogpl4,,
15,mapsi2,bima1,,complex1,lrc1,mogpl4,,
