num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,vlsi12,archi12,,mobj2,noyau3,signal1,,
2,vlsi12,archi11,,ares2,esa2,mobj2,,
3,vlsi12,archi11,,esa2,mobj2,noyau3,,
4,vlsi11,archi14,,mobj2,pr1,,,
5,vlsi12,archi11,,esa2,noyau3,signal2,,
6,vlsi12,archi13,,esa2,mobj2,signal1,,
7,vlsi11,archi13,,ares1,esa2,signal2,,
8,vlsi11,archi13,,noyau2,,,,
9,vlsi12,archi13,,esa1,mobj1,signal1,,
10,archi13,,,ares1,signal1,,,
11,vlsi11,,,ares1,mobj1,pr4,,
12,vlsi11,archi13,,ares1,esa2,mobj2,,
13,vlsi12,archi12,,esa1,pr2,signal1,,
14,vlsi12,archi13,,esa1,mobj1,signal1,,
15,vlsi11,archi14,,ares1,pr2,signal2,,
16,vlsi12,archi12,,esa1,pr2,signal1,,
17,vlsi11,archi14,,ares1,mobj2,noyau2,,
18,vlsi11,archi13,,noyau1,pr1,signal2,,
19,vlsi11,,,pr4,,,,
20,vlsi12,archi14,,ares2,mobj1,signal1,,
21,vlsi12,archi11,,esa1,mobj1,noyau3,,
22,vlsi11,,,mobj1,signal2,,,
23,vlsi11,archi13,,signal2,,,,
24,,,,mobj2,signal1,,,
25,vlsi11,,,ares2,esa2,mobj2,,
26,vlsi12,archi13,,esa1,mobj1,signal1,,
27,vlsi12,archi13,,ares3,mobj1,signal1,,
28,vlsi12,archi14,,mobj2,noyau1,signal1,,
29,vlsi11,archi13,,,,,,
30,vlsi12,archi12,,esa1,pr2,signal1,,
31,vlsi11,archi14,,noyau2,pr2,signal2,,
32,vlsi11,archi13,,ares1,esa2,signal2,,
33,vlsi11,archi12,,ares1,noyau3,signal2,,
34,vlsi12,archi11,,ares3,esa2,noyau3,,
35,vlsi11,archi12,,mobj2,,,,
36,vlsi12,archi11,,esa2,noyau3,signal2,,
37,archi13,,,esa1,mobj1,signal1,,
38,vlsi11,archi12,,esa1,,,,
39,vlsi12,archi11,,ares2,esa2,mobj2,,
40,archi13,,,mobj1,signal1,,,
41,vlsi11,archi14,,noyau3,,,,
42,vlsi12,archi12,,esa1,noyau3,signal1,,
43,vlsi12,archi13,,esa1,noyau1,signal1,,
44,vlsi12,archi14,,ares3,mobj1,signal1,,
45,vlsi12,archi13,,esa2,,,,
46,vlsi11,archi14,,ares1,mobj1,signal2,,
47,vlsi12,archi14,,ares3,mobj1,noyau3,,
48,vlsi12,archi13,,esa1,mobj1,signal1,,
49,vlsi11,archi13,,ares1,noyau1,signal2,,
50,vlsi11,archi14,,mobj2,noyau2,pr1,,
