num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,ares2,complex1,dlp3,noyau4,
2,,,,archi11,ares1,complex2,noyau3,
3,model1,,,dlp2,mlbda1,noyau1,pr1,
4,model1,,,ares2,complex1,dlp1,pr3,
5,model1,,,ares1,complex2,dlp1,noyau2,
6,model1,,,archi11,ares1,noyau2,pr2,
7,model1,,,ares2,complex1,noyau4,pr3,
8,model1,,,archi11,mapsi5,noyau3,pr1,
9,model1,,,ares1,complex2,dlp1,noyau3,
10,model1,,,ares2,complex1,noyau2,pr3,
11,model1,,,ares1,complex2,mapsi2,noyau4,
12,model1,,,ares1,dlp1,pr3,,
13,model1,,,complex1,mapsi2,noyau4,pr3,
14,model1,,,ares2,complex1,dlp2,pr3,
15,model1,,,ares2,complex1,dlp2,pr3,
16,,,,ares2,complex1,dlp2,noyau2,
17,model1,,,archi13,ares1,complex2,mapsi5,
18,model1,,,ares1,complex2,mapsi5,noyau3,
19,model1,,,dlp2,mapsi1,noyau3,pr1,
20,model1,,,ares2,complex1,pr3,,
21,model1,,,ares2,dlp3,mapsi5,pr1,
22,model1,,,complex1,dlp3,noyau4,pr2,
23,model1,,,ares2,complex1,dlp3,mapsi5,
24,model1,,,archi12,complex1,dlp3,pr2,
25,model1,,,ares2,complex2,dlp2,pr1,
