num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel2,ares3,,noyau4,pr2,signal1,,
2,rtel1,ares1,,noyau4,pr2,signal2,,
3,rtel1,ares1,,mogpl2,pr2,signal2,,
4,,,,mogpl3,noyau1,pr1,,
5,rtel2,ares2,,archi14,complexX,signal1,,
6,rtel1,ares1,,mogpl2,noyau3,signal2,,
7,,,,archi13,mogpl4,noyau1,,
8,rtel2,ares3,,noyau4,pr2,signal1,,
9,rtel1,ares3,,archi13,noyau2,pr1,,
10,rtel2,,,pr2,signal1,,,
11,rtel2,ares3,,archi14,pr2,signal1,,
12,rtel1,ares2,,complex1,mogpl2,noyau1,,
13,,,,noyau2,pr1,signal1,,
14,rtel2,ares3,,mogpl2,noyau3,pr4,,
15,rtel2,ares2,,archi11,noyau2,signal2,,
16,rtel1,ares1,,noyau4,pr2,signal2,,
17,rtel1,ares3,,archi12,noyau3,pr1,,
18,rtel1,ares1,,archi14,noyau2,signal2,,
19,rtel1,ares1,,noyau4,pr2,signal2,,
20,rtel2,ares3,,archi13,mogpl4,noyau1,,
21,rtel2,ares3,,archi12,pr2,signal1,,
22,rtel1,ares1,,mogpl2,noyau3,signal2,,
23,rtel1,ares2,,complexX,noyau4,signal2,,
24,rtel2,ares3,,archi14,noyau2,signal1,,
25,rtel2,ares3,,noyau4,pr2,signal1,,
26,,,,noyau4,pr4,,,
27,rtel1,,,complex1,pr4,,,
28,rtel1,ares3,,mogpl2,noyau1,pr4,,
29,rtel1,ares2,,mogpl3,pr1,signal2,,
30,rtel2,ares2,,archi11,noyau2,signal2,,
31,rtel2,,,,,,,
32,,,,noyau3,signal2,,,
33,rtel2,ares3,,noyau4,pr2,signal1,,
34,rtel2,ares2,,archi11,mogpl4,noyau1,,
35,rtel1,ares3,,archi13,mogpl4,pr1,,
36,rtel2,ares3,,mogpl2,noyau3,pr4,,
37,rtel1,ares3,,archi14,noyau1,pr2,,
38,rtel1,ares1,,noyau4,pr2,signal2,,
39,ares1,,,,,,,
40,rtel1,ares2,,mogpl3,pr1,signal2,,
41,rtel1,ares2,,mogpl3,noyau2,pr1,,
42,rtel1,ares1,,mogpl3,pr2,signal2,,
43,,,,archi12,signal1,,,
44,rtel2,ares2,,archi11,noyau1,signal2,,
45,rtel2,ares2,,archi14,noyau1,signal1,,
46,ares1,,,,,,,
47,,,,archi12,complex1,pr4,,
48,rtel2,ares3,,archi12,mogpl4,noyau3,,
49,rtel1,ares2,,archi12,complex1,pr4,,
50,rtel2,ares3,,archi14,pr2,signal1,,
