num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,,,,complex1,mogpl3,,,
2,mapsi2,bima1,,complex1,model1,mogpl1,,
3,,,,il5,mogpl1,,,
4,mapsi1,bima1,,il3,model1,mogpl1,,
5,mapsi1,bima1,,il3,model1,mogpl1,,
6,mapsi1,bima1,,complex1,lrc1,mogpl4,,
7,mapsi2,bima1,,complex1,model1,mogpl1,,
8,mapsi2,bima1,,il2,lrc2,model1,,
9,mapsi2,bima1,,complex2,il4,mogpl1,,
10,mapsi4,bima1,,complex2,il4,mogpl1,,
11,mapsi1,bima1,,,,,,
12,,,,model1,mogpl3,,,
13,mapsi1,bima1,,algav3,il4,mogpl1,,
14,mapsi1,bima1,,algav3,il4,mogpl1,,
15,mapsi1,bima1,,il3,lrc1,mogpl4,,
