num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,model1,,,complex1,mapsi1,noyau4,pr2,
2,model1,,,ares2,complex1,mapsi5,pr3,
3,,,,ares2,complex1,noyau4,pr4,
4,,,,complex1,mapsi1,noyau4,pr3,
5,model1,,,ares1,complex2,mapsi4,pr2,
6,model1,,,archi12,complex1,dlp3,pr2,
7,model1,,,archi12,ares2,complex2,pr1,
8,model1,,,ares2,complex1,noyau4,pr3,
9,model1,,,ares2,complex2,dlp1,noyau1,
10,model1,,,archi11,ares1,mapsi5,noyau3,
11,model1,,,archi11,ares2,complex2,pr1,
12,model1,,,complex1,mapsi5,mlbda1,pr3,
13,model1,,,archi13,dlp3,mapsi5,pr1,
14,model1,,,complex1,mapsi1,noyau4,pr2,
15,model1,,,ares1,dlp3,mapsi5,pr2,
16,model1,,,ares1,complex2,noyau4,pr2,
17,model1,,,archi11,ares1,noyau1,pr3,
18,model1,,,ares1,dlp3,noyau4,,
19,model1,,,complex1,dlp1,noyau2,pr3,
20,model1,,,complex2,mapsi5,noyau3,pr1,
21,,,,mlbda4,noyau4,pr1,,
22,model1,,,archi12,ares2,complex1,dlp3,
23,model1,,,ares1,complex2,noyau4,pr2,
24,model1,,,ares2,dlp3,mapsi5,,
25,model1,,,ares2,complex1,noyau4,pr3,
