num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,rtel1,ares1,,mogpl3,pr2,signal2,,
2,rtel2,,,archi11,noyau3,,,
3,rtel2,ares2,,archi11,noyau1,pr3,,
4,rtel2,ares3,,archi12,pr2,signal1,,
5,rtel2,ares3,,archi12,noyau3,pr3,,
6,rtel2,ares2,,mogpl2,noyau2,signal1,,
7,rtel1,ares1,,mogpl3,pr2,signal2,,
8,rtel2,,,mogpl2,signal2,,,
9,rtel1,ares2,,noyau2,pr1,signal2,,
10,ares2,,,archi11,noyau1,,,
11,rtel2,ares2,,mogpl3,,,,
12,rtel2,,,,,,,
13,rtel1,ares1,,archi12,noyau3,pr4,,
14,rtel1,ares3,,archi12,noyau3,pr1,,
15,rtel1,ares2,,archi12,mogpl4,pr1,,
16,rtel2,ares3,,noyau2,pr2,signal1,,
17,rtel1,ares1,,noyau4,pr2,signal2,,
18,rtel1,ares2,,noyau4,pr1,signal2,,
19,rtel1,ares2,,archi14,noyau2,pr1,,
20,rtel1,ares3,,mogpl4,noyau3,pr1,,
21,rtel2,ares3,,archi11,mogpl4,noyau3,,
22,rtel1,ares2,,noyau4,pr1,signal2,,
23,rtel1,ares2,,noyau2,pr1,signal2,,
24,rtel1,ares1,,mogpl3,pr2,signal2,,
25,ares1,,,noyau4,,,,
26,rtel1,ares1,,noyau1,pr2,signal2,,
27,rtel2,ares3,,mogpl2,noyau3,signal1,,
28,rtel1,ares3,,archi13,noyau1,pr1,,
29,rtel2,ares2,,signal1,,,,
30,rtel2,ares2,,archi11,noyau2,signal2,,
31,rtel2,ares3,,archi11,noyau3,pr4,,
32,rtel1,ares1,,noyau4,pr2,signal2,,
33,rtel2,ares3,,mogpl2,noyau3,signal1,,
34,rtel2,ares3,,mogpl2,noyau3,signal1,,
35,rtel2,ares3,,archi12,pr2,signal1,,
36,rtel1,ares3,,archi12,noyau3,pr4,,
37,rtel1,ares3,,archi12,mogpl4,pr1,,
38,rtel2,ares2,,archi12,mogpl1,signal1,,
39,rtel1,ares3,,archi12,noyau3,pr1,,
40,rtel2,ares2,,,,,,
41,rtel1,ares1,,noyau1,pr2,signal2,,
42,rtel2,ares3,,mogpl4,noyau4,pr2,,
43,rtel1,ares1,,noyau2,pr2,signal2,,
44,ares2,,,,,,,
45,rtel1,ares1,,mogpl2,pr2,signal2,,
46,rtel2,ares2,,archi11,noyau1,signal2,,
47,rtel1,ares1,,noyau4,pr2,signal2,,
48,rtel1,ares2,,noyau2,pr1,signal2,,
49,rtel2,ares3,,mogpl4,noyau4,pr2,,
50,rtel1,ares1,,noyau2,pr2,signal2,,
