num,oblig1,oblig2,oblig3,cons1,cons2,cons3,cons4,cons5
1,mlbda1,lrc1,,complex1,mapsi4,mogpl3,,
2,mlbda1,lrc3,,il5,model1,mogpl1,,
3,mlbda1,lrc2,,il5,mapsi2,model1,,
4,mlbda4,lrc2,,il3,,,,
5,mlbda4,lrc2,,bima1,il1,mapsi4,,
6,mlbda3,,,il5,mapsi1,mogpl1,,
7,mlbda4,lrc4,,bimaX,il5,mogpl1,,
8,mlbda3,lrc1,,il5,mapsi1,mogpl4,,
9,mlbda3,lrc1,,il3,mapsi1,mogpl4,,
10,,,,il4,mapsi1,,,
11,mlbda1,lrc4,,il3,mapsi5,mogpl1,,
12,mlbda3,lrc2,,il5,mapsi1,mogpl4,,
13,mlbda3,lrc2,,il3,mapsi1,mogpl2,,
14,mlbda4,lrc1,,complex1,mapsi1,mogpl3,,
15,mlbda1,lrc2,,il3,mapsi5,model1,,
16,,,,mapsi2,mogpl4,,,
17,mlbda4,lrc2,,complex1,mapsi1,mogpl3,,
18,mlbda2,lrc2,,mapsi1,model1,mogpl3,,
19,mlbda3,lrc2,,bimaX,il5,mapsi4,,
20,mlbda2,,,mapsi5,,,,
21,mlbda4,lrc4,,il5,mapsi4,mogpl1,,
22,mlbda4,lrc1,,il1,mapsi2,mogpl3,,
23,mlbda2,lrc1,,complex2,mapsi4,mogpl2,,
24,mlbda1,lrc3,,il5,model1,mogpl1,,
25,mlbda4,lrc2,,il1,mapsi3,mogpl2,,
26,mlbda1,lrc3,,il5,mogpl1,,,
27,mlbda3,lrc2,,il5,mapsi1,mogpl4,,
28,mlbda2,lrc2,,complex2,mapsi5,model1,,
29,mlbda1,lrc1,,complex1,mapsi3,mogpl3,,
30,mlbda4,lrc1,,complex1,mapsi1,mogpl2,,
31,mlbda4,lrc4,,il5,mapsi1,mogpl1,,
32,mlbda2,lrc1,,mapsi1,model1,mogpl3,,
33,mlbda1,lrc3,,il3,mogpl3,,,
34,mlbda1,lrc3,,il3,mogpl3,,,
35,mlbda1,lrc2,,il5,mapsi4,model1,,
36,mlbda1,lrc3,,il3,model1,mogpl3,,
37,mlbda3,lrc1,,il1,mapsi3,mogpl3,,
38,mlbda3,,,il5,mapsi1,mogpl1,,
39,mlbda4,lrc4,,il1,mapsi2,mogpl3,,
40,mlbda2,lrc4,,bimaX,mapsi1,mogpl3,,
